time_s,stage,Ip_MA,I_CS1_MA,I_CS2_MA,I_CS3_MA,I_PF1_MA,I_PF2_MA,I_PF3_MA,I_PF4_MA,I_Div1_MA,I_Div2_MA,I_VS_bias_MA,B0_T,loop_voltage_V,flux_consumed_Wb,q95,pf_balance_residual,strike_point_residual
2.06,flattop,8.702128896457825,4.961402262156593,5.9485363495421195,4.961402262156593,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.4468563971936991e-05,1.0913634249102349e-05,0.0,12.2,0.5931045814152845,-310.1699535358915,3.205283882207335,0.0,0.007252143764689716
2.08,flattop,8.701840622763422,4.961399597256605,5.948532796342136,4.961399597256605,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.2854306771227794e-05,9.696000439230793e-06,0.0,12.2,0.5794514132147409,-310.15822797594524,3.2045683185266896,0.0,0.006443022326277787
2.1,flattop,8.701545084971874,4.961396991800019,5.948529322400019,4.961396991800019,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.1037329473945911e-05,8.325454910322835e-06,0.0,12.2,0.5669494850168395,-310.1467639669629,3.203834747552489,0.0,0.005532290576905599
2.12,flattop,8.701243449435824,4.961394440443104,5.9485259205908,4.961394440443104,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-9.0462868974783e-06,6.823611984092968e-06,0.0,12.2,0.5556475572739988,-310.13553799654,3.203086066007855,0.0,0.004534311300305127
2.14,flattop,8.700936906572927,4.961391937631399,5.9485225835085265,4.961391937631399,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-6.91257897264803e-06,5.214156620646057e-06,0.0,12.2,0.5455895930832938,-310.1245256250364,3.202325229990521,0.0,0.00346482322583278
2.16,flattop,8.700626666167821,4.961389477621881,5.948519303495837,4.961389477621881,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-4.669855548044536e-06,3.5224708925053386e-06,0.0,12.2,0.5368145947798814,-310.1137015831578,3.2015552432842904,0.0,0.0023406928193039577
2.18,flattop,8.700313952597647,4.961387054505845,5.9485160726744555,4.961387054505845,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-2.353485711811955e-06,1.7752336941677398e-06,0.0,12.2,0.5293564609267251,-310.10303987260073,3.2007791454866905,0.0,0.0011796482887526287
2.2,flattop,8.7,4.961384662232379,5.948512882976501,4.961384662232379,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,0.0,0.0,0.0,12.2,0.5232438640806935,-310.0925138693507,3.2000000000000006,0.0,0.0
2.22,flattop,8.699686047402352,4.961382294632348,5.94850972617646,4.961382294632348,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,2.353485711811955e-06,-1.7752336941677398e-06,0.0,12.2,0.518500149640349,-310.0820964292135,3.199220881933232,0.0,0.0011796482887526287
2.24,flattop,8.699373333832177,4.96137994544279,5.948506593923715,4.96137994544279,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,4.669855548044954e-06,-3.522470892505653e-06,0.0,12.2,0.515143255986192,-310.0717599951572,3.198444865962979,0.0,0.002340692819304167
